product_id,product_name,aisle_id,department_id,ndbno
19148,Crunchy Seasoned Peas Bhuja Snacks,50,19,45089982 
19150,Plum Smart 100% Juice Blend,98,7,45234960 
19151,Double Chocolate Brownie Mix,105,13,45286153 
19153,Fig Spread,100,21,45186617 
19154,Coconut Fruit Bars,37,1,45281821 
19155,Organic 1% Lowfat Milk,84,16,45135749 
19156,Fat Free Blueberry Yogurt,120,16,45040959 
19158,Pesto Pasta Primavera,38,1,45140870 
19161,Organic Summer Strawberry Kefir,120,16,01290 
19162,Organic Sesame Tahini,72,13,45179787 
19163,Organic Part Skim Mozzarella Cheese,21,16,01028 
19165,100% Egg Whites,86,16,45361061 
19166,Zero Drops Mountain Berry Blast Flavor Enhancer with Electrolytes,90,7,45296071 
19167,Premium Cape Cod Fresh Cranberries,123,4,45087557 
19168,"Midgees, Bonus Pack",45,19,45266937 
19169,Fruit & Nut Five Star Bar,45,19,45210494 
19170,Cheddar Cheese With Jalapeño Peppers Block,21,16,45089927 
19171,100% Lactose Free Organic 2% Reduced Fat Milk,84,16,45204879 
19172,French Onion with Bacon Dip,67,20,45082694 
19173,Orange Calcium & Vitamin D Pulp Free,98,7,45227174 
19174,Chicken Enchilada Bowl,38,1,45199216 
19175,Dove Creek Unsweetened Tea,94,7,45306129 
19176,Chocolate Chip Mini Cookies,61,19,45150519 
19177,Belg Fontina Snacking Cheese,100,21,01020 
19178,Vermont Maple Syrup Breakfast Sausage,106,12,45092812 
19180,"Vegetable Chips, Taro, Sea Salt",107,19,19524 
19181,Mini Pound Cake,61,19,45043122 
19183,Bacon & Bleu Chopped Salad Kit,123,4,45277543 
19184,Apples & Mangoes Fruit Bars,48,14,45314991 
19187,Risotto Con Funghi Porcini,4,9,45192092 
19188,Tortillas Southwestern Ranch Tortilla Crisps,107,19,45309048 
19189,Peppermint Tea,94,7,45233287 
19192,Compleats Roast Beef & Gravy With Mashed Potatoes,4,9,45058649 
19193,Salsa For All Seasons Medium Chipotle Salsa,67,20,45190115 
19195,Garlic Melba Rounds,78,19,45009411 
19196,Honey Bunches of Oats Cereal with Pecan,121,14,08655 
19197,Show Me the Honey Crunchy Coconut Chips,50,19,45283090 
19198,Strawberry Drinkable Yogurt,100,21,45195329 
19200,"Truffle, Nut Butter, Cacao Almond",45,19,45170126 
19201,Organic Blood Orange & Honey Hard Candy,45,19,45166858 
19203,Gluten Free Dreamin' Of Chocolate Layer Cake,8,3,45231177 
19204,Organic Heritage Flakes Cereal,121,14,45029766 
19205,Bean & Cheese Dip Zesty,51,13,45317054 
19206,Salsa Picante,72,13,45330202 
19207,Citrus Punch Tangy Original,31,7,45341524 
19208,Gluten Free Multigrain Bread,112,3,45267169 
19209,"Onion Bagels, 6 Pre-Sliced,",93,3,45288454 
19212,Cherry Almond Chocolate Bar,45,19,45136098 
19213,Turkey Pot Pie,38,1,22528 
19214,Selects Italian Herb Uncured Cooked Sausage,106,12,45279758 
19216,Premium Alaskan Pacific Smoked Salmon,95,15,45048473 
19218,Lemon Real Brewed Tea,94,7,45164528 
19220,Premium Grapefruit Juice Ruby Red,31,7,45316971 
19221,Buttery Sticks,36,16,45062145 
19222,Mini-Bites ABC's & 123's with Meatballs,69,15,45134903 
19224,Naturals Sliced Olives,110,13,45084409 
19225,Chardonnay Monterey County California,62,5,14160 
19226,Zero Cranberry,77,7,45308494 
19227,Marinated Quartered Artichoke Hearts,81,15,45015528 
19228,Belvita Soft Baked Mixed Berry,48,14,25062 
19229,No Pulp Orange Juice With Calcium,100,21,45260815 
19231,Brussels Sprouts Stalks,83,4,11100 
19232,One Love Medium Organic Ground Coffee,26,7,45371688 
19233,Seasoned Shredded Beef,13,20,45243714 
19234,"Gelato Dessert, Peach, Box",37,1,45204031 
19237,Burger Blue Cheese Slices,2,16,45209014 
19238,Whole Dried Berry Mix,117,19,45314933 
19239,Organic Passion Terere Yerba Mate,94,7,45351433 
19240,Organic Fuji Red Apple Chips,107,19,45355930 
19241,"9\"" Flaky Deep Dish Pie Crusts",119,1,45326780 
19243,Fun Size Peanut Chocolate Candy,45,19,45318150 
19244,Grassfed Whole Milk Strawberry Yogurt,120,16,45272640 
19245,Celebration Ice Cream Cake,37,1,45100183 
19246,Cranberry Juice Drink,98,7,45110474 
19248,Just Sweet Potato Baby Food,92,18,11516 
19250,"Fruit Spread, Organic, Strawberry",88,13,45118298 
19251,Almond Smokehouse Nut & Rice Cracker Snacks,78,19,45113530 
19253,Creamy Garlic Butter Chicken Oven Sauce,5,13,45122748 
19255,Plenti Greek Blueberry Oatmeal with Yogurt,120,16,45318478 
19256,Belgian Chocolate Chocolate Ice Cream,37,1,45184885 
19257,Mild Green Taco Sauce,30,6,45119005 
19258,Smart Ones Chicken Fettucini,38,1,45267456 
19259,Florentine Spinach and Cheese Pasta Sauce,9,9,45139251 
19260,Hamburger Buns Plain/Sesame 8 Pack,43,3,45102288 
19261,Rocky Mountain Sourdough Bread,112,3,45015065 
19263,No Pulp Orange Juice with Added Vitamin C and Zinc,98,7,45319036 
19264,"Fruit, Nut & Fiber Muesli",121,14,45045220 
19265,Vanilla Mocha Frappuccino,26,7,45144923 
19266,Healthfull Flax & Sunflower Bread,112,3,45348704 
19268,Minestrone Soup,1,20,06040 
19270,Organic Ancient Grains Bar,3,19,45204536 
19271,Just Your Style Spiced Chai Organic Protein Shake,64,7,45333734 
19272,Veganic Sprouted Brown Rice Cacao Crisps,121,14,45316420 
19273,Macaroni & Cheese Dinner Sharp Cheddar & Bacon,4,9,45068035 
19274,Organic Brown Sugar,17,13,19334 
19276,Whole Nutmeg,104,13,45060412 
19277,Greek 0% Fat Smooth & Creamy Vanilla,120,16,45220260 
19279,Organic Greens And Orange Beverage,31,7,45205548 
19280,Black Bean Garlic Sauce,66,6,45315872 
19282,Escarole,83,4,45335657 
19283,"Brussels Sprouts, Sprout Halves, Quick Cook",123,4,45037642 
19284,Organic Ancient Spice Thins,107,19,45105610 
19285,Skinner's Raisin Bran Cereal,121,14,45307750 
19287,Gourmet Pear Deluxe Fruit Spread,88,13,45097511 
19289,Gentleman Jack Rare Tennessee Whiskey,124,5,45337651 
19290,Plain Lowfat  Yogurt,120,16,01287 
19291,Raspberry Lemonade 12 Quart Drink Mix,90,7,45296075 
19292,Cookie Thins Chocolate Chip Cookies,61,19,45289994 
19294,Original Flavors Hard Candy,45,19,19107 
19295,Gluten Free Watermelon Fruit Pop,37,1,45146529 
19296,Whole Black Peppercorns,104,13,45258993 
19298,Turkey Sausage Breakfast Bowl,52,1,45286036 
19299,Porcini Mushrooms,63,9,45192840 
19300,Soft White 29 Watt Halogen Bulbs,100,21,11957 
19301,Black Cherry Greek Style Yogurt,120,16,45185816 
19302,Cinnamon Apple Straws,45,19,45166584 
19304,Currant English Tea Scones,93,3,45166260 
19305,Medium House Blend Decaf Ground Coffee,26,7,45144909 
19306,Unfiltered Ginger Ale Pomegranate with Hibiscus,77,7,45238071 
19307,Medium Red Taco Sauce,30,6,45091606 
19308,Organic Granulated Onion,104,13,45255129 
19309,Simply Granola Oats Honey Almond Cereal,57,14,45295860 
19310,Mashed Sweet Potatoes,129,1,11514 
19311,Almond Flour Tortillas,128,3,45257011 
19313,Reduced Fat Club Crackers,78,19,45173367 
19314,Stronger Cookies 'n Cream Protein Bar,3,19,45243124 
19315,Nut Mix Bhuja Snacks,125,19,45089982 
19317,Cheese Stuffed Crust Pizza Five Cheese,79,1,21512 
19318,SteviaClear Sweetener,17,13,09035 
19319,Solid White Albacore Tuna With Salt In Pouch,95,15,45199433 
19320,Ginger Lemongrass,31,7,45241924 
19321,Virgin Flax-seed Oil,19,13,45034989 
19322,Original Flax Milk Dairy Free Protein+,91,16,45332621 
19323,"Organic Olive Oil, Basil, & Garlic Pasta Sauce",9,9,45332877 
19325,Tomato & Basil Pasta Sauce,9,9,45104039 
19326,Gold Pear,24,4,45308058 
19327,Artisan Series Cherry Tomatoes On The Vine,83,4,45010628 
19328,Gluten Free Sesame Ring Pretzels,107,19,45039386 
19330,Jalabeaños Pickled Green Beans,110,13,45333608 
19331,Whole Mediterranean Bay Leaves,104,13,45363866 
19332,Organic  Raw Cocotella,51,13,45268665 
19333,Select 100% Whole Wheat Sandwich Rolls,43,3,45220725 
19334,Essential Antioxidants Original 100% Vegetable Juice,98,7,45307700 
19336,Graduates Grabbers Pear and Squash,92,18,45210279 
19337,Organic Pineapple Crushed,99,15,45090753 
19338,"Stage 2 Cherry, Sweet Corn, and Greek Yogurt Baby Food",92,18,01064 
19339,Lemon & Olive Oil Kale Chips,107,19,45150494 
19340,Whole Wheat Pre-Sliced Mini Bagels,93,3,45171152 
19341,Creamy Parmesan Chicken Pot Pie,38,1,45294322 
19342,Medium Concentrated Tikka Masala Curry Paste,76,6,45335294 
19345,Shredded Mexican Style Nacho Cheese Blend,21,16,45172776 
19346,Lemon & Pepper Seasoned Tuna,95,15,45105927 
19348,Fat Free Milk,84,16,42131 
19349,Natural Uncured Bacon Pork Sticks,100,21,45168594 
19350,"Yogurt, Lowfat, Organic, Vanilla Bean",120,16,45110533 
19351,Mochi Ice Cream Green Tea - 6 CT,37,1,45192335 
19352,Madras Lemon Rice,76,6,45221712 
19353,Moroccan Lamb Stew with Couscous,38,1,45192089 
19354,Yo Baby Organic Vanilla Yogurt,120,16,45261596 
19355,Bearnaise Sauce,72,13,45154871 
19356,Bits o' Brickle Baking Chips,17,13,19068 
19357,Classic Greek Dressing,89,13,45233084 
19358,Country Vegetable Soup,69,15,45316522 
19359,Honey Breakfast Biscuits,48,14,45317341 
19360,Dairy Free Greek Style Vanilla Coconut Milk Yogurt,120,16,45122685 
19362,5 Grain Tempeh,14,20,16114 
19363,Chocolate Soymilk,91,16,16166 
19364,Protein Chocolate Peanut Butter Nourishing Food Bar,3,19,45216547 
19365,"Nut Bar, Chocolate Chunk",3,19,45199944 
19366,Sprouted Organic Cinnamon Raisin English Muffins,93,3,18262 
19367,Ground Lamb,122,12,17224 
19369,Ondine Instant Lasagna Sheets,131,9,45338942 
19370,Roasted Tomato Salsa,51,13,45222550 
19371,Chipotle Sweet Potato Soup,69,15,45001984 
19373,Diced Tomatoes Spicy Red Pepper,81,15,45337666 
19374,RedHot Buffalo Wings Sauce,5,13,45097648 
19375,Milk Chocolate Caramel Pretzel,45,19,45187258 
19376,Gluten Free Crunchy Vanilla Cereal,121,14,28335 
19377,Spicy Homestyle 7 Spice Chili Starter,72,13,45038133 
19378,Premium Chicken Jerky Dog Treats,23,19,45052028 
19379,Heath Bar,45,19,19243 
19380,Party Mix Barrel,107,19,45235346 
19381,All Natural Pressels Pretzel Chips Everything,107,19,45174403 
19382,Crunch Granola Bar Chocolate Chip,3,19,45239037 
19383,"Soup, 99% Fat Free New England Clam Chowder",69,15,06030 
19384,Original Almond Milk,91,16,45192071 
19385,Channa Masala Indian Cuisine,76,6,45066800 
19386,Special Request Roasted Garlic Rye Chips,107,19,45244507 
19388,Mushroom Steak Sauce,100,21,45121161 
19389,Shredded Low-Moisture Part-Skim Mozzarella Cheese,21,16,01271 
19390,Queso Queso Fresco Chse 10 Oz,21,16,01228 
19391,Turkey Breast Tenderloins,49,12,45324439 
19392,White Popcorn,23,19,45219498 
19393,Balsamic Dressing & Marinade,89,13,45284348 
19394,Mrktpl Le Ginger Beef,38,1,45105846 
19395,Italian Red Wine Vinegar,19,13,02068 
19396,79% Virgin Chocolate Yacon Cane Sugar Free Bar,45,19,45165626 
19397,Dried Veggies,50,19,45147820 
19398,"Bread, Natural Fitness",112,3,45082578 
19400,Vanilla with Twix Pieces Lowfat Yogurt,120,16,45041929 
19401,Ground Organic Anise,104,13,02002 
19402,Sweet Orange Marmalade,88,13,19303 
19404,Cheddar Jack Baked Snack Crackers,78,19,45311639 
19405,Raw Vegan Bombay Ranch Kale Chips,50,19,45143937 
19406,Fiesta Flats Taco Shells,30,6,45047529 
19407,Super Squeeze Strawberry Bash Juice Blend,84,16,45192370 
19408,Flat Fillets of Anchovies in Pure Olive Oil,95,15,45197307 
19410,Balsamic Vinegar Di Modena,19,13,45243570 
19411,Almond Breeze Hint of Honey Almond Milk,91,16,45228573 
19413,Winter Truffle,2,16,45177560 
19415,Roasted Tomato Salsa Serrano-Tomatillo,51,13,45222550 
19416,Ones Individually Wrapped Dried Prunes Value Pack,117,19,45117001 
19417,Whole Cherries Dipped in Dark Chocolate,45,19,45252383 
19418,Organic Chia Seed,117,19,12006 
19419,Chili Mac,59,15,45338515 
19420,Light & Fit Greek Mousse Salted Caramel,120,16,45062072 
19421,Coconut Milk Vanilla Bean Frozen Dessert,37,1,45169423 
19422,Hibiscus Tea Squeeze,94,7,14649 
19423,Nature's Colors Decorating Set,104,13,45205999 
19424,Unsweetened Applesauce,99,15,45317093 
19425,Saag Paneer & Biryani Bento,13,20,45222468 
19426,Squeeze Sweet Relish,72,13,45042038 
19427,Reduced Fat Original Crackers,78,19,18950 
19429,Garlic Chicken White Pizza Frozen Sandwiches,38,1,45245471 
19431,Assorted Cupcakes,8,3,45343481 
19432,Vanilla Chai Naturally Derived Hand Wash,100,21,45062038 
19433,Farmer's Garden Kosher Dill Halves Pickles,110,13,45056893 
19434,All Whitefish in Liquid Broth,33,6,45063752 
19436,Bone Organic Chicken with Ginger Broth,69,15,45373509 
19437,High Heat Refined Canola Spray Oil,19,13,45374687 
19438,Chunky Beef Soup,69,15,45351427 
19439,Pomegranate 100% Juice,31,7,45137905 
19440,Organic Wild Berry Blend Juice,31,7,45186738 
19441,Gluten Free Wheat Free Fudge Brownie Mix,105,13,45174253 
19443,Dark Chocolate Cherry Cashew Plus Antioxidants Bars,3,19,45085656 
19446,Thick & Chunky Salsa,67,20,45353799 
19448,Organic Gluten Free & Wheat Free Pumpkin Spice Waffles,52,1,28346 
19449,Fat Free Vitamin A & D Milk,84,16,01292 
19450,Organic Polenta Corn Grits,17,13,45182286 
19451,Comforting Chamomile Tea,94,7,45100876 
19452,Colors Cheddar Baked Snack Crackers,78,19,45311639 
19454,All-Bran Buds Cereal,121,14,45127497 
19455,Ndali Vanilla Bean Ice Cream,37,1,45186895 
19456,Gourmet Popping Corn Movie Theater Butter,23,19,45153874 
19457,Organic One Ingredient Peanut Butter,88,13,45320667 
19458,Sugar Cane,24,4,45167812 
19459,Small Curd Cottage Cheese,108,16,45122957 
19460,Lightly Salted Halves and Pieces Cashews,117,19,45105735 
19461,Swanson Premium Chicken Breast Chunks,95,15,45246086 
19465,Tamarind Apple Brussel Bytes,50,19,45222022 
19466,Complete Seasoning,104,13,45100060 
19468,Classic Yellow Mustard,72,13,45103326 
19470,Lacinato (Dinosaur) Kale,100,21,45091373 
19471,Chocolate Drizzled Macaroons,61,19,45282800 
19472,Mild Curry Paste,76,6,45122993 
19473,Eggplant Pesto,67,20,43146 
19474,Decaf Mountain Chai,94,7,45032261 
19475,Ready-Cut Diced Tomatoes,81,15,45065770 
19476,Instant Pistachio  Pudding,105,13,45096455 
19477,Organic Medium Firm Tofu,14,20,16212 
19478,Organic Marinara Pasta Sauce,9,9,45100866 
19479,Large Shells,131,9,45359013 
19480,Vegetable Stock,69,15,45316575 
19481,Essential Goodness Sour Cream Coffeecake Mix,100,21,45274961 
19482,Organic Gluten Free Brown Rice Spaghetti,131,9,45328750 
19484,Corned Beef,95,15,07020 
19485,Cultured Buttermilk Blend for Cooking and Baking,17,13,45054874 
19486,"Coffee, Ground, Decaffeinated, Espresso, Medium",26,7,14202 
19489,Light Beef Bologna,96,20,07007 
19490,Tomato & Basil Jack Cheese Slices,21,16,45329777 
19491,Blue Cheese Vinaigrette Dressing,89,13,45148165 
19492,Mocha Mexica Cold Brew Coffee With Almond Milk,26,7,45153994 
19493,Slow Churned Light Mint Chocolate Chip Ice Cream,37,1,45245146 
19494,Blend Garam Masala,104,13,45064795 
19495,Variety Pack Snack Stacks,107,19,45043356 
19499,Ring O Noodle Soup Mix with Real Chicken Broth,69,15,45088600 
19500,Nutter Butter Peanut Butter Creme Patties,61,19,45310372 
19502,Lite Italian Dressing & Marinade,89,13,45224277 
19503,Udon Soup Bowl,66,6,45065142 
19504,SeriousMilk Classic Milk Chocolate Bar,45,19,45091204 
19505,Sliced Mushrooms,83,4,45098558 
19508,Corn Tortillas,128,3,45104759 
19510,Roasted Garlic Chicken Sausage,106,12,45291403 
19511,Half And Half,53,16,01049 
19516,Velveeta Original Cheese,21,16,45247243 
19517,Gourmet Baby Cucumbers,123,4,45191025 
19519,Organic Bay Leaves,104,13,45255023 
19520,Light Butter Flavor Microwave Popcorn,23,19,45148423 
19522,Wild Flower Honey,29,13,45029118 
19524,Strawberry Nectar,98,7,45234586 
19526,Steel Cut Apple Pear Pecan Flavor Instant Oatmeal,130,14,45139548 
19527,Wheat and Gluten Free Snickerdoodle Cookies,61,19,45002860 
19528,Chocolate Almond Butter Creme Filled Dark Chocolate 72% Cocoa,45,19,45004655 
19529,Mangoes,24,4,09176 
19530,Raisins & Spice Instant Oatmeal,130,14,08436 
19531,Butternut Squash Zig Zags,100,21,45199801 
19532,Simply Dipped Drumsticks,37,1,45333535 
19534,Ginger Cilantro Sauce,72,13,45106028 
19535,Signature Recipes Creamy Alfredo Pasta Sauce,9,9,45279442 
19536,Low Fat Ice Cream Bars Peanut Butter,37,1,45192898 
19538,Italian Kitchen Red Wine Vinegar,19,13,02068 
19539,Rice Sides Chicken Flavor,4,9,45088531 
19540,Sparkling Brut,134,5,45371905 
19541,Glazed Lemon Pie,8,3,45255162 
19542,Organic Green Superfood Chocolate Chip Coconut Bar,3,19,45018665 
19543,Brioche Hot Dog Buns,43,3,45215751 
19544,All Natural Virgin Limeade,31,7,45238811 
19546,Port Wine Spreadable Cheese,21,16,45113163 
19547,Beef Frankfurters,106,12,45329338 
19548,Organic Lightly Roasted Crunchy Peanut Butter,88,13,45001997 
19551,G2 Fruit Punch Sports Drink,64,7,45220018 
19552,Squeeze Mayonnaise,72,13,45198043 
19553,Raw Breakfast Crusts,48,14,43595 
19555,Three Seed Sourdough Home Bake Bread,112,3,45172099 
19556,Sesame Gruyere Cheese Crisps,78,19,45160906 
19557,Jamaican Jerk Seasoning,104,13,45007054 
19558,Raw Honey,29,13,45086723 
19559,Rosemary Truffle Gourmet Popcorn,23,19,45335225 
19562,Double Cream Chive Vegan Cashew Cheese,91,16,45330952 
19563,All Natural Herbes De Provence,104,13,45180537 
19565,Truvia Sweetener Packets,17,13,45102800 
19567,White,2,16,45118132 
19568,Alimentum Hypoallergenic Powdered Infant Formula With Iron,100,21,03846 
19569,Caesar Fat Free Dressing,89,13,04705 
19570,Sunburst Tangerine,24,4,09221 
19572,Certo Premium Liquid Fruit Pectin,105,13,42063 
19574,Organic Tortilla Chips Blue Corn With Flax,107,19,45106237 
19575,Cultured Soy Vanilla Yogurt,120,16,16250 
19577,Green And White Tea Variety Tea Bags,94,7,45052954 
19579,"Bread, Fruit & Nut Manna",112,3,45019662 
19581,No Salt Added Minestrone Soup,69,15,06040 
19582,Sensitive Skin Experts Micellar Cleansing Oil,100,21,45309054 
19583,Hearty Garlic Deli Style Sandwich Slices Pickles,110,13,45343793 
19584,Dairy Pure 2% Milkfat Reduced Fat Milk,84,16,45356235 
19585,Twinkies,61,19,45088215 
19587,"Green Beans, French Herb",116,1,45010582 
19588,Pinot Noir Marlborough,28,5,14099 
19589,Orange Vanilla Liquid Water Enhancer,90,7,45138621 
19591,Greek 100 Calories Key Lime Fat Free Yogurt,120,16,45272013 
19592,Grooves Hot & Spicy Cheddar Crispy Cracker Chips,78,19,45252232 
19593,Super Sweet Yellow Corn,83,4,45183101 
19594,Rainbow Berry Soft & Chewy Candy,45,19,45120506 
19595,Sugar Free Cherry Low Calorie Gelatin Dessert,105,13,45236599 
19596,Tempura Shrimp,66,6,45352035 
19597,Wasabi Roasted Seaweed Snack,50,19,45042207 
19598,Organic Bar Banana Coconut,3,19,45283644 
19599,Stone Ground Mustard,72,13,45077680 
19600,Classic Meal for 2 Chicken Florentine & Farfalle,38,1,45249755 
19601,Natural Foods PB&J Strawberry and Peanut Butter Sandwich Bars - 5 CT,3,19,45113110 
19602,XX Lager Especial,27,5,45359949 
19603,Kids Fluoride Free Natural Watermelon Toothpaste,100,21,45100057 
19604,Medium Scarlet Raspberries,24,4,20064 
19605,G2 Lemon-Lime Low Calorie Electrolyte Beverage,64,7,14644 
19607,Black Forest Shaved 98% Fat Free Ham,96,20,45055248 
19608,"Nutri Grain Fruit & Nut Chewy Breakfast Bars, Blueberry Almond",121,14,25048 
19610,Mini Kumato Tomatoes,83,4,45120834 
19611,Organic Spelt Pretzels,107,19,45302585 
19612,Organic Light in Sodium Low-Fat Minestrone Soup,69,15,45041812 
19613,Organic Dandelion Greens,83,4,11207 
19614,Lowfat Kefir Smoothie Strawberry,120,16,01290 
19615,Sliced Bacon,106,12,45339543 
19616,Grape Seed Oil,19,13,45329856 
19619,Deluxe Bagels Onion,93,3,45170504 
19620,Butter Rich Maple Syrup,29,13,19353 
19621,Caramel Butter Pecan Ice Cream,37,1,45278771 
19622,Greek Yogurt Crunch,45,19,45206532 
19623,Apple Juice 100% Pure,98,7,45242609 
19624,Plain Tortilla Strips,107,19,45077998 
19625,Organic Chicken & Vegetable Potstickers,129,1,45346927 
19626,Baby Brussel Sprouts,123,4,45231368 
19627,Butternut Squash Pear Stage 2 Baby Food,92,18,45199801 
19628,Organic Blueberries Package,18,10,12109 
19629,Peach Mango Fruit Fusion Yogurt,120,16,14620 
19631,Roulette,45,19,45249548 
19632,Chunky Beef & Bean Chili,59,15,45356385 
19633,Raspberry Ginger Tea,94,7,45308949 
19634,Protein Lovers Breakfast Burrito,38,1,45261228 
19635,Rose Black,31,7,45088786 
19638,Simply Jif Creamy Peanut Butter,88,13,45308783 
19639,Spaghetti & Meatballs,13,20,36032 
19640,Original Alcoholic Ginger Beer,27,5,14248 
19642,Granola Cinnamon Raisin,57,14,45205527 
19643,Lay's Wavy Original Potato Chips Family Size,107,19,45108221 
19644,Disney Pixar Finding Dory Cereal,121,14,45157473 
19645,Dinner Yeast Rolls,129,1,45126519 
19647,Ranch Dip,67,20,45280352 
19649,Japanese Udon Noodles,66,6,45315854 
19650,Toasted Almond Rice Pilaf Mix,4,9,32002 
19651,Cherry Limeade Soft Drink Mix,90,7,45065604 
19652,Gluten Free Breast Strips,34,1,45280932 
19653,Rich Taste Extra Virgin Olive Oil,19,13,45173872 
19654,9.9 oz M&M's Chocolates,45,19,45248494 
19655,Paste For Chicken Curry,76,6,45066866 
19658,Hash Brown Potato Patties,129,1,45182076 
19659,Crunchin' 123 Sesame Street Veggie Crackers,92,18,45108108 
19660,Spring Water,115,7,45334942 
19663,"Diet Ginger Ale Premium Soda, Zero Calories, Sugar Free, No Caffeine",77,7,45209341 
19664,Arnold Palmer Lite Half Tea & Half Lemonade,94,7,45216444 
19665,Organic Feta Cheese,2,16,01019 
19666,Original Sugar-Free Chai Tea Latte Concentrate,94,7,45059917 
19667,Carrot Rainbow,83,4,45199652 
19669,Mexican Style Rice,4,9,45323772 
19670,White Bean Chili Starter with Roasted New Mexico green chile,30,6,45355153 
19674,Orange Gelatin,71,16,45096314 
19675,Organic Raspberry Black Tea,94,7,45159493 
19676,Grill Mates Spicy Montreal Steak Seasoning,104,13,45107992 
19677,Original Pure Creamy Almond Milk,91,16,45136378 
19678,Organic Russet Potato,83,4,45356761 
19679,Medium Salsa Verde,30,6,45108333 
19680,Palmeritas,61,19,45108340 
19681,Vieille Provision Saison Dupont Unfiltered Belgian Farmhouse Ale,27,5,45238071 
19682,Perfectly Protein Salted Caramel Latte Coffee Beverage,31,7,45259052 
19684,Stuffed Hashbrowns Meat Lovers,100,21,45245204 
19687,Butternut Squash With Cranberries,13,20,45265184 
19689,"Milk Chocolate Eggs, Candy Coated",45,19,45259505 
19690,Green Oak Lettuce,83,4,45035531 
19691,Green Seedless Grapes,32,4,45264289 
19692,Fine Artisan Chocolate Extra Rich Milk 41% Cacao,45,19,45191101 
19693,Garden Veggie Natural Bouillon Cubes,69,15,45207881 
19694,Horseradish Deli Mustard,72,13,45361924 
19695,Lamb Chops,7,12,17076 
19696,Garlic & Herb Goat Cheese,2,16,45237314 
19697,Honey Wheat Berry Bread,112,3,45171953 
19698,"Egg Rolls, Pork",129,1,22953 
19700,Wild Atlantic Nori,66,6,15076 
19701,Thin & Crispy Spinach & Garlic Pizza,79,1,45245580 
19702,Original Black Tea Brew Kombucha,31,7,45289178 
19703,Stone Ground Dijon Mustard,72,13,45007018 
19704,Stone Ground Corn Flour,17,13,45093117 
19705,Muhammara Walnut Pomegranate & Roasted Red Pepper Meze,67,20,45270972 
19706,Organic Nectarine,24,4,09191 
19707,Peets Big Bang Whole Bean,26,7,45326818 
19709,El Ciprés Whole Bean Coffee,26,7,45026404 
19710,Whole Bean Highlander Grog,26,7,45266854 
19711,Sorbet Pops Strawberry,37,1,45081796 
19712,Tamarind Black Tea Probiotic Kefir Water Tea Tonic No. 1,94,7,45143897 
19713,Brown Rice Sea Salt & Pepper Rice Thins,78,19,45309535 
19714,Peppermint Hard Candy,45,19,45263818 
19717,Spinach Tomato Natural & Beef Flavored Veggie Rotini,131,9,45100710 
19718,Dusted Dark Chocolate Popcorn,23,19,45364445 
19719,Apple Grape/Apple Strawberry Organic Variety Pack Frozen Juice,37,1,45321261 
19720,Greek 100 Calories Whips! Salted Caramel Fat Free Yogurt Mousse,120,16,45312093 
19721,Lime Shrimp Flavor Ramen Noodle Soup,69,15,45123937 
19722,Liquid Watermelon Drink Mix,90,7,45305290 
19723,Soft Family 100% Whole Wheat Bread,112,3,45314056 
19724,Raw Shelled Hemp Seeds,117,19,45106210 
19725,Hemp Plus Instant Hot Oatmeal,130,14,45029793 
19726,"4.5\"" Street Taco Flour Tortilla",100,21,45230724 
19727,Frozen Strawberry Dippers,119,1,45281203 
19729,Milk Chocolate Minis Size Candy Bars Bag,45,19,45249963 
19730,Bonne Bouche Ash-Ripened Goat Cheese,21,16,45054401 
19731,Organic Orange Juice With Calcium & Vitamin D,31,7,45143345 
19732,Organic Chili Sauce,72,13,45056408 
19733,Potato Pancakes,1,20,11672 
19734,Classic Mix Variety,107,19,45333119 
19735,Sushi Spicy Tuna Roll Special Brown Rice Ready To Eat,13,20,19193 
19736,Rosemary Crackers,78,19,45016025 
19737,Cabernet Sauvignon California 2008,28,5,14097 
19741,Organic Unsweetened Soy Milk H,91,16,45331490 
19743,Hot Lime Relish,76,6,11944 
19744,Original Matador Beef Jerky,23,19,45368271 
19746,"Apricot, Cake & Pasty Filling",99,15,45098633 
19747,Gluten Free Cheese Balls,107,19,45077969 
19748,Tasty Brand Mixed Fruit Fruit Snacks,50,19,45062972 
19749,"Vanilla Extract, Pure, Madagascar",17,13,02050 
19750,Thick Cut Bologna,96,20,45324325 
19751,Organic Fingerling Potatoes Bag,123,4,45255427 
19752,Dark Chocolate Peppermint,107,19,45353832 
19753,Pomegranate Concentrate,98,7,45243312 
19754,Organic Original Acai Juice,31,7,45216703 
19755,Tri-Color Cheese Tortellini,100,21,45277155 
19756,"Croutons, Somewhat Seedy Garlicky Toasted Bites",78,19,45118575 
19757,Michael Recchiuti Extra Bitter Chocolate Sauce,103,19,45010086 
19758,Corn Plus! & Canola Oil,19,13,42289 
19759,Burrata Cheese,21,16,45207458 
19760,Basmati Rice,63,9,45114566 
19761,Stand 'n Stuff Soft Flour Tortillas,30,6,45362217 
19763,100% Whole Wheat with Honey Bread,112,3,45292140 
19764,Hot & Sour Soup Bowl,66,6,27001 
19765,Rice & Wild Rice Original Rice & Seasoning Mix,63,9,20089 
19766,Ultra Thin Slices Swiss Cheese,21,16,45104757 
19767,Old Fashioned Oatmeal,130,14,45003079 
19768,Chinese Chicken Salad,1,20,45330410 
